"","pokemonId","closeToWater"
"1",7,"true"
"2",7,"false"
"3",7,"false"
"4",7,"false"
"5",7,"false"
"6",7,"false"
"7",7,"false"
"8",7,"true"
"9",7,"true"
"10",7,"false"
"11",7,"false"
"12",7,"false"
"13",7,"false"
"14",7,"false"
"15",7,"false"
"16",7,"false"
"17",7,"false"
"18",7,"false"
"19",7,"false"
"20",7,"false"
"21",7,"true"
"22",7,"false"
"23",7,"false"
"24",7,"false"
"25",7,"false"
"26",7,"false"
"27",7,"false"
"28",7,"true"
"29",7,"true"
"30",7,"true"
"31",7,"false"
"32",7,"true"
"33",7,"true"
"34",7,"false"
"35",7,"true"
"36",7,"true"
"37",7,"true"
"38",7,"false"
"39",7,"false"
"40",7,"true"
"41",7,"true"
"42",7,"false"
"43",7,"false"
"44",7,"true"
"45",7,"false"
"46",7,"false"
"47",8,"false"
"48",8,"false"
"49",8,"false"
"50",9,"false"
"51",54,"true"
"52",54,"false"
"53",54,"false"
"54",54,"true"
"55",54,"false"
"56",54,"true"
"57",54,"true"
"58",54,"true"
"59",54,"true"
"60",54,"false"
"61",54,"true"
"62",54,"false"
"63",54,"false"
"64",54,"false"
"65",54,"false"
"66",54,"true"
"67",54,"false"
"68",54,"false"
"69",54,"true"
"70",54,"true"
"71",54,"false"
"72",54,"false"
"73",54,"false"
"74",54,"false"
"75",54,"false"
"76",54,"false"
"77",54,"true"
"78",54,"false"
"79",54,"false"
"80",54,"false"
"81",54,"false"
"82",54,"false"
"83",54,"false"
"84",54,"false"
"85",54,"false"
"86",54,"true"
"87",54,"false"
"88",54,"false"
"89",54,"false"
"90",54,"false"
"91",54,"false"
"92",54,"false"
"93",54,"false"
"94",54,"true"
"95",54,"false"
"96",54,"false"
"97",54,"true"
"98",54,"false"
"99",54,"false"
"100",54,"true"
"101",54,"false"
"102",54,"false"
"103",54,"true"
"104",54,"false"
"105",54,"false"
"106",54,"false"
"107",54,"false"
"108",54,"false"
"109",54,"true"
"110",54,"false"
"111",54,"true"
"112",54,"true"
"113",54,"false"
"114",54,"true"
"115",54,"true"
"116",54,"false"
"117",54,"false"
"118",54,"false"
"119",54,"true"
"120",54,"true"
"121",54,"false"
"122",54,"false"
"123",54,"true"
"124",54,"false"
"125",54,"true"
"126",54,"true"
"127",54,"true"
"128",54,"false"
"129",54,"false"
"130",54,"false"
"131",54,"true"
"132",54,"true"
"133",54,"true"
"134",54,"true"
"135",54,"false"
"136",54,"false"
"137",54,"true"
"138",54,"true"
"139",54,"false"
"140",54,"false"
"141",54,"false"
"142",54,"false"
"143",54,"false"
"144",54,"true"
"145",54,"false"
"146",54,"true"
"147",54,"true"
"148",54,"false"
"149",54,"false"
"150",54,"true"
"151",54,"false"
"152",54,"false"
"153",54,"false"
"154",54,"false"
"155",54,"true"
"156",54,"true"
"157",54,"false"
"158",54,"false"
"159",54,"true"
"160",54,"true"
"161",54,"false"
"162",54,"false"
"163",54,"false"
"164",54,"false"
"165",54,"false"
"166",54,"true"
"167",54,"true"
"168",54,"false"
"169",54,"true"
"170",54,"false"
"171",54,"false"
"172",54,"false"
"173",54,"false"
"174",55,"false"
"175",55,"false"
"176",55,"false"
"177",55,"false"
"178",60,"true"
"179",60,"true"
"180",60,"true"
"181",60,"true"
"182",60,"true"
"183",60,"false"
"184",60,"false"
"185",60,"false"
"186",60,"false"
"187",60,"false"
"188",60,"false"
"189",60,"false"
"190",60,"false"
"191",60,"false"
"192",60,"false"
"193",60,"true"
"194",60,"false"
"195",60,"false"
"196",60,"true"
"197",60,"false"
"198",60,"false"
"199",60,"true"
"200",60,"false"
"201",60,"true"
"202",60,"false"
"203",60,"false"
"204",60,"false"
"205",60,"true"
"206",60,"false"
"207",60,"true"
"208",60,"false"
"209",60,"false"
"210",60,"false"
"211",60,"false"
"212",60,"false"
"213",60,"true"
"214",60,"false"
"215",60,"false"
"216",60,"false"
"217",60,"false"
"218",60,"false"
"219",60,"true"
"220",60,"false"
"221",60,"false"
"222",60,"false"
"223",60,"false"
"224",60,"false"
"225",60,"false"
"226",60,"false"
"227",60,"false"
"228",60,"true"
"229",60,"true"
"230",60,"false"
"231",60,"false"
"232",60,"true"
"233",60,"true"
"234",60,"false"
"235",60,"true"
"236",60,"false"
"237",60,"true"
"238",60,"false"
"239",60,"false"
"240",60,"false"
"241",60,"true"
"242",60,"false"
"243",60,"false"
"244",60,"false"
"245",60,"false"
"246",60,"false"
"247",60,"true"
"248",60,"true"
"249",60,"true"
"250",60,"false"
"251",60,"false"
"252",60,"false"
"253",60,"false"
"254",60,"false"
"255",60,"true"
"256",60,"false"
"257",60,"false"
"258",60,"false"
"259",60,"false"
"260",60,"true"
"261",60,"false"
"262",60,"true"
"263",60,"true"
"264",60,"true"
"265",60,"true"
"266",60,"false"
"267",60,"true"
"268",60,"true"
"269",60,"true"
"270",60,"true"
"271",60,"false"
"272",60,"true"
"273",60,"false"
"274",60,"false"
"275",60,"false"
"276",60,"false"
"277",60,"false"
"278",60,"false"
"279",60,"false"
"280",60,"false"
"281",60,"true"
"282",60,"true"
"283",60,"true"
"284",60,"true"
"285",60,"true"
"286",60,"true"
"287",60,"true"
"288",60,"true"
"289",60,"false"
"290",60,"true"
"291",60,"false"
"292",60,"false"
"293",60,"true"
"294",60,"false"
"295",60,"true"
"296",60,"false"
"297",60,"false"
"298",60,"false"
"299",61,"false"
"300",61,"true"
"301",61,"true"
"302",61,"false"
"303",61,"false"
"304",61,"false"
"305",61,"false"
"306",61,"false"
"307",62,"true"
"308",72,"true"
"309",72,"false"
"310",72,"true"
"311",72,"true"
"312",72,"true"
"313",72,"true"
"314",72,"true"
"315",72,"false"
"316",72,"true"
"317",72,"true"
"318",72,"false"
"319",72,"true"
"320",72,"true"
"321",72,"true"
"322",72,"true"
"323",72,"false"
"324",72,"false"
"325",72,"false"
"326",72,"true"
"327",72,"false"
"328",72,"true"
"329",72,"true"
"330",72,"false"
"331",72,"true"
"332",72,"true"
"333",72,"true"
"334",72,"true"
"335",72,"false"
"336",72,"true"
"337",72,"false"
"338",72,"true"
"339",72,"true"
"340",72,"true"
"341",72,"true"
"342",72,"false"
"343",72,"true"
"344",73,"false"
"345",73,"false"
"346",73,"true"
"347",73,"false"
"348",79,"true"
"349",79,"false"
"350",79,"false"
"351",79,"false"
"352",79,"false"
"353",79,"false"
"354",79,"true"
"355",79,"false"
"356",79,"false"
"357",79,"false"
"358",79,"true"
"359",79,"false"
"360",79,"false"
"361",79,"false"
"362",79,"false"
"363",79,"false"
"364",79,"false"
"365",79,"false"
"366",79,"false"
"367",79,"false"
"368",79,"false"
"369",79,"true"
"370",79,"false"
"371",79,"false"
"372",79,"false"
"373",79,"false"
"374",79,"false"
"375",79,"false"
"376",79,"false"
"377",79,"true"
"378",79,"false"
"379",79,"false"
"380",79,"false"
"381",79,"true"
"382",79,"false"
"383",79,"false"
"384",79,"false"
"385",79,"true"
"386",79,"false"
"387",79,"false"
"388",79,"true"
"389",79,"false"
"390",79,"false"
"391",79,"false"
"392",79,"true"
"393",79,"false"
"394",79,"false"
"395",79,"false"
